POTID,CODE,URL,TIÊU ĐỀ,GIÁ,MÔ TẢ,CHẤT LIỆU,KIỂU DÁNG,GIA CỐ,QUY CÁCH SẢN PHẨM (RXC),TRỌNG LƯỢNG,MÀU SẮC,HOA VĂN,HỌA TIẾT,KÍCH THƯỚC,KÍCH THƯỚC 1 GL,KÍCH THƯỚC 3 GL,KÍCH THƯỚC 5 GL,KÍCH THƯỚC 7 GL,KÍCH THƯỚC 2 GL,KÍCH THƯỚC 4 GL,KÍCH THƯỚC 6 GL,KÍCH THƯỚC MIỆNG CHẬU,KÍCH THƯỚC ĐÁY CHẬU,CHIỀU CAO CHẬU,CHIỀU DÀI DÂY CHẬU,CÂN NẶNG,QUY CÁCH SẢN PHẨM,DUNG TÍCH
CCNPOT0000,XMDM018,https://mowgarden.com/chau-da-mai-granito-dang-tru-vot-mau-trang-xmdm018/,Chậu đá mài Granito dáng trụ vót màu trắng XMDM018,340000,,Bê tông sợi,Remy (Trụ bo tròn),"• Tấm lưới thủy tinh (GRC)
• Lót chống thấm bảo vệ 2 mặt",38x55x20 / 45x60x25 (DxC) (cm),/  (kg),Màu trắng,Granito / Tezzo,,,,,,,,,,,,,,,,
CCNPOT0001,XMDM017,https://mowgarden.com/chau-xi-mang-hinh-tru-vuong-van-soc-ngang-mau-den-xmdm017/,Chậu xi măng hình trụ vuông vân sọc ngang màu đen XMDM017,500000,,Bê tông sợi,Remy (Trụ bo tròn),"• Tấm lưới thủy tinh (GRC)
• Lót chống thấm bảo vệ 2 mặt",30×58 (cm),22  (kg),Màu trắng,Granito / Tezzo,,,,,,,,,,,,,,,,
CCNPOT0002,GOSU059,https://mowgarden.com/chau-gom-su-hinh-tru-hoa-tiet-geometric-gosu059/,Chậu gốm sứ hình trụ họa tiết Geometric GOSU059,80000,"Chậu gốm sứ hình trụ mang vẻ đẹp nổi bật bởi những đường nét hình học thú vị, chặt chẽ và thống nhất. Nét đẹp mang phong cách Geometric của chậu gốm sẽ là điểm nhấn tuyệt vời cho không gian sống, và là một “ngôi nhà” xinh xẻo cho ‘chiếc cây’ xanh xanh của bạn.",Gốm sứ,,,,,Màu trắng,,Trơn,13×13 / 20×18 / 25×24 cm (DxC),,,,,,,,,,,,,,
CCNPOT0003,GOSU057,https://mowgarden.com/chau-gom-su-hoa-tiet-la-monstera-co-dia-gosu057/,Chậu gốm sứ họa tiết lá Monstera có dĩa GOSU057,20000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu trắng,,Trơn,11×10 / 14×13 / 17x16cm (DxC),,,,,,,,,,,,,,
CCNPOT0004,GOSU056,https://mowgarden.com/chau-gom-su-hoa-tiet-hoa-mau-trang-co-dia-gosu056/,Chậu gốm sứ họa tiết hoa màu trắng có dĩa GOSU056,20000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu trắng,,Trơn,10×9 / 14×13 / 17x16cm (DxC),,,,,,,,,,,,,,
CCNPOT0005,GOSU055,https://mowgarden.com/chau-gom-su-vien-hoa-cuc-co-dia-mau-trang-gosu055/,Chậu gốm sứ viền hoa cúc có dĩa màu trắng GOSU055,20000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu trắng,,Trơn,10×8.5 / 14×11.5 / 17×13.5cm (DxC),,,,,,,,,,,,,,
CCNPOT0006,GOSU054,https://mowgarden.com/chau-gom-su-hinh-tru-trung-mau-trang-gosu054/,Chậu gốm sứ hình trụ trứng màu trắng GOSU054,80000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu trắng,,Trơn,"16×16 / 22,5×22,5 / 30x30cm (DxC)",,,,,,,,,,,,,,
CCNPOT0007,GOSU053,https://mowgarden.com/chau-gom-su-hinh-khoi-van-gon-song-mau-trang-gosu053/,Chậu gốm sứ hình khối vân gợn sóng màu trắng GOSU053,80000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu trắng,,Gân sóng,15x15cm / 20×20 / 25×25 (DxC),,,,,,,,,,,,,,
CCNPOT0008,GOSU052,https://mowgarden.com/chau-gom-su-tru-tron-hoa-tiet-ke-soc-mau-trang-gosu052/,Chậu gốm sứ trụ tròn họa tiết kẻ sọc màu trắng GOSU052,100000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu trắng,,Ô vuông nổi,20x18cm / 25×22 / 30×25 (DxC),,,,,,,,,,,,,,
CCNPOT0009,XMDM015,https://mowgarden.com/chau-da-mai-granito-dang-remy-mau-trang-xmdm015/,Chậu đá mài Granito cao cấp dáng Remy màu trắng XMDM015,360000,,Bê tông sợi,Remy (Trụ bo tròn),"• Tấm lưới thủy tinh (GRC)
• Lót chống thấm bảo vệ 2 mặt",43×38 / 30×27 (cm),/  (kg),Màu trắng,Granito / Tezzo,,,,,,,,,,,,,,,,
CCNPOT0010,DANU126,https://mowgarden.com/chau-dat-nung-wax-xam-hoa-tiet-hoa-danu126/,Chậu đất nung wax xám họa tiết hoa DANU126,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Xám xanh,,Hoa trang trí,30x30x20 / 20x20x15 / 18x18x12 cm,,,,,,,,,,,,,,
CCNPOT0011,GOSU051,https://mowgarden.com/chau-gom-su-hoa-tiet-tam-giac-mau-trang-gosu051/,Chậu gốm sứ họa tiết tam giác màu trắng GOSU051,100000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu trắng,,Ô vuông nổi,20x18cm / 25×21 / 31×25 (DxC),,,,,,,,,,,,,,
CCNPOT0012,GOSU050,https://mowgarden.com/chau-gom-su-hoa-tiet-o-vuong-mau-trang-gosu050/,Chậu gốm sứ họa tiết ô vuông màu trắng GOSU050,100000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu trắng,,Ô vuông nổi,20x18cm / 25×21 / 31×25 (DxC),,,,,,,,,,,,,,
CCNPOT0013,GOSU049,https://mowgarden.com/chau-gom-su-hoa-tiet-dan-may-mau-den-gosu049/,Chậu gốm sứ họa tiết đan mây màu đen GOSU049,160000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu đen,,"Đan mây, gân chìm","13,5x13cm / 20×20 / 25×25 (DxC)",,,,,,,,,,,,,,
CCNPOT0014,GOSU048,https://mowgarden.com/chau-gom-su-hoa-tiet-tho-cam-mau-den-gosu048/,Chậu gốm sứ họa tiết thổ cẩm màu đen GOSU048,80000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Màu đen,,"Thổ cẩm, gân chìm","13,5x13cm / 20×20 / 25×25 (DxC)",,,,,,,,,,,,,,
CCNPOT0015,XMDM014,https://mowgarden.com/chau-xi-mang-nhe-hinh-tru-vat-day-van-quan-roi-xmdm014/,Chậu xi măng nhẹ hình trụ vát đáy vân quấn rối XMDM014,220000,,Xi măng,Trụ tròn vát đáy,Tấm lưới thủy tinh / Kháng nước 2 mặt,"38,5×33 / 30×27 (cm)","4,5 / 3 (kg)",Wax đen,Dây quấn rối,,,,,,,,,,,,,,,,
CCNPOT0016,XMDM013,https://mowgarden.com/chau-xi-mang-da-mai-tru-tron-ve-zigzac-xmdm013/,Chậu xi măng đá mài trụ tròn vẽ zigzac XMDM013,320000,,"Xi măng, đá cẩm thạch",,Tấm lưới thủy tinh,30×30 (cm),,"Đen, Xám",,,,,,,,,,,,,,,,,
CCNPOT0017,XMDM012,https://mowgarden.com/chau-xi-mang-da-mai-tru-tron-dang-thap-xmdm012/,Chậu xi măng đá mài trụ tròn dáng thấp XMDM012,80000,,"Xi măng, đá cẩm thạch",,Tấm lưới thủy tinh,"• 20×20 (cm)
• 25×25 (cm)
• 30×30 (cm)
• 40×40 (cm)
• 50×50 (cm)",,"• Trắng
• Đen
• Xám",,,,,,,,,,,,,,,,,
CCNPOT0018,XMDM011,https://mowgarden.com/chau-xi-mang-hinh-giot-nuoc-son-decor-32x52cm-xmdm011/,Chậu xi măng hình giọt nước sơn decor 32x52cm XMDM011,440000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,32x52cm (DxC),,Xám,,Thổ cẩm,,,,,,,,,,,,,,,
CCNPOT0019,XMDM010,https://mowgarden.com/chau-xi-mang-hinh-giot-nuoc-son-trang-tri-32x52cm-xmdm010/,Chậu xi măng hình giọt nước sơn decor 32x52cm XMDM010,480000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,32x52cm (DxC),,Xanh dương / Vàng / Trắng,,Kẻ ngang,,,,,,,,,,,,,,,
CCNPOT0020,XMDM009,https://mowgarden.com/chau-xi-mang-hinh-giot-nuoc-32x52cm-xmdm009/,Chậu xi măng hình giọt nước 32x52cm XMDM009,340000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,32x52cm (DxC),,Xám / Đen / Trắng,,Đá mài,,,,,,,,,,,,,,,
CCNPOT0021,40x40cm,https://mowgarden.com/chau-xi-mang-hinh-tru-son-hoa-tiet-40x40cm-xmdm008/,Chậu xi măng hình trụ sơn họa tiết 40x40cm XMDM008,520000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,40×40 (cm),,"Màu trắng, xanh, vàng",,Kẻ ngang,,,,,,,,,,,,,,,
CCNPOT0022,XMDM007,https://mowgarden.com/chau-xi-mang-da-mai-dau-dan-hoa-tiet-29x39cm-xmdm007/,Chậu xi măng đá mài đầu đạn họa tiết 29x39cm XMDM007,320000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,29×39 (cm),,Màu xám,,Đá mài,,,,,,,,,,,,,,,
CCNPOT0023,XMDM006,https://mowgarden.com/chau-xi-mang-da-mai-dau-dan-29x39cm-xmdm006/,Chậu xi măng đá mài đầu đạn 29x39cm XMDM006,240000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,29×39 (cm),,Màu xám,,Đá mài,,,,,,,,,,,,,,,
CCNPOT0024,XMDM005,https://mowgarden.com/chau-xi-mang-da-mai-remy-hoa-tiet-zigzac-37x35cm-xmdm005/,Chậu xi măng đá mài Remy họa tiết zigzac 37x35cm XMDM005,420000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,40×40 (cm),,Màu xám,,"Zig zac, đá mài",,,,,,,,,,,,,,,
CCNPOT0025,GOSU047,https://mowgarden.com/chau-gom-su-de-ban-mau-vang-vien-do-12x12cm-gosu047/,Chậu gốm sứ để bàn màu vàng viền đỏ 12x12cm GOSU047,90000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,"Đỏ, vàng",,Gân nổi,12x12cm (DxC),,,,,,,,,,,,,,
CCNPOT0026,GOSU046,https://mowgarden.com/chau-gom-su-de-banin-chu-tai-loc-12x12cm-gosu046/,Chậu gốm sứ để bàn in chữ “Tài Lộc” 12x12cm GOSU046,90000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,"Đỏ, vàng",,In chữ ‘tài lộc’,12x12cm (DxC),,,,,,,,,,,,,,
CCNPOT0027,XMDM004,https://mowgarden.com/chau-xi-mang-da-mai-remy-37x35cm-xmdm004/,Chậu xi măng đá mài Remy 37x35cm XMDM004,340000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,40×40 (cm),,"• Trắng (+50k)
• Đen (+50k)
• Xám",,,,,,,,,,,,,,,,,
CCNPOT0028,XMDM003,https://mowgarden.com/chau-xi-mang-da-mai-hinh-tru-tron-40x40cm-xmdm003/,Chậu xi măng đá mài hình trụ tròn 40x40cm XMDM003,280000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,40×40 (cm),,"• Trắng (+30k)
• Đen
• Xám",,,,,,,,,,,,,,,,,
CCNPOT0029,XMDM002,https://mowgarden.com/chau-xi-mang-da-mai-hinh-lu-34x42cm-xmdm002/,Chậu xi măng đá mài hình lu 34x42cm XMDM002,340000,,"Xi măng, đá mài",,Tấm lưới thủy tinh,34×42 (cm),,"• Trắng (+50k)
• Đen (+50k)
• Xám",,,,,,,,,,,,,,,,,
CCNPOT0030,XMDM001,https://mowgarden.com/chau-xi-mang-da-mai-hinh-giot-nuoc-20x35cm-xmdm001/,Chậu xi măng đá mài hình giọt nước 20x35cm XMDM001,180000,,Xi măng đá mài,,Khung sắt,• 20×35 (cm),,"• Trắng
• Đen
• Xám",,,,,,,,,,,,,,,,,
CCNPOT0031,DANU124,https://mowgarden.com/chau-dat-nung-tron-bau-hoa-tiet-hoa-cuc-danu124/,Chậu đất nung tròn bầu họa tiết hoa cúc DANU124,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Xanh,,Hoa cúc,32×25 / 19×16 / 16×13 cm(DxC),,,,,,,,,,,,,,
CCNPOT0032,DANU123,https://mowgarden.com/chau-dat-nung-tru-tron-vat-day-18x18cm-danu123/,Chậu đất nung trụ tròn vát đáy 18x18cm DANU123,45000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Màu mộc,,Sọc ngang,18×18 cm(DxC),,,,,,,,,,,,,,
CCNPOT0033,DANU122,https://mowgarden.com/chau-dat-nung-vat-day-son-nham-17x15cm-danu122/,Chậu đất nung vát đáy sơn nhám 17x15cm DANU122,30000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Đen nhám,,Trơn,17×15 cm(DxC),,,,,,,,,,,,,,
CCNPOT0034,DANU121,https://mowgarden.com/chau-dat-nung-wax-hoa-cuc-18x30-25x34cm-danu121/,Chậu đất nung wax hoa cúc 18×30-25x34cm DANU121,155000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Xanh,,Hoa cúc,18×30 / 25x34cm (DxC),,,,,,,,,,,,,,
CCNPOT0035,DANU120,https://mowgarden.com/chau-dat-nung-wax-mau-xanh-20x17cm-danu120/,Chậu đất nung wax màu xanh 20x17cm DANU120,100000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Xanh,,Gân kẻ ngang,20x17cm (DxC),,,,,,,,,,,,,,
CCNPOT0036,DANU119,https://mowgarden.com/chau-dat-nung-son-nham-cao-cap-co-dia-20x20cm-danu119/,Chậu đất nung sơn nhám cao cấp có dĩa 20x20cm DANU119,160000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn nhám,,,,,Xám,,Gân nổi,20x20cm (DxC),,,,,,,,,,,,,,
CCNPOT0037,DANU118,https://mowgarden.com/chau-dat-nung-hoa-tiet-vintage-25-17-14cm-danu118/,Chậu đất nung họa tiết Vintage 25×25-18×18-14x14cm DANU118,45000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn wax,,,,,Vàng kem,,Đa giác,15x14cm (DxC),,,,,,,,,,,,,,
CCNPOT0038,DANU117,https://mowgarden.com/chau-dat-nung-tru-tron-van-da-giac-15x14cm-danu117/,Chậu đất nung trụ tròn vân đa giác 15x14cm DANU117,45000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn wax,,,,,Vàng kem,,Đa giác,15x14cm (DxC),,,,,,,,,,,,,,
CCNPOT0039,GOSU045,https://mowgarden.com/chau-gom-su-hoa-tiet-hoa-cuc-20x18cm-gosu045/,Chậu gốm sứ họa tiết hoa cúc 20x18cm GOSU045,120000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Xanh ngọc,,Hoa cúc,20x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0040,DANU116,https://mowgarden.com/chau-dat-nung-van-tho-cam-son-mau-17x17cm-danu116/,Chậu đất nung vân thổ cẩm sơn màu 17x17cm DANU116,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Trắng / Xanh lá,,Thổ cẩm,17x17cm (DxC),,,,,,,,,,,,,,
CCNPOT0041,DANU115,https://mowgarden.com/chau-dat-nung-tru-tron-gan-ke-16x14cm-danu115/,Chậu đất nung trụ tròn gân kẻ 16x14cm DANU115,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Xanh dương,,Gân sọc kẻ,16x15cm (DxC),,,,,,,,,,,,,,
CCNPOT0042,GOSU044,https://mowgarden.com/chau-gom-su-hinh-da-giac-10x10cm-gosu044/,Chậu gốm sứ hình đa giác 10x10cm GOSU044,50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Hồng,,Trơn,10x10cm (DxC),,,,,,,,,,,,,,
CCNPOT0043,GOSU043,https://mowgarden.com/chau-gom-su-hoa-tiet-tho-cam-16x14-20x18cm-gosu043/,Chậu gốm sứ họa tiết thổ cẩm 16×14-20x18cm GOSU043,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Xanh dương / Xanh ngọc,,Thổ cẩm,16×14 / 20x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0044,GOSU042,https://mowgarden.com/chau-gom-su-hoa-tiet-tho-cam-20x18cm-gosu042/,Chậu gốm sứ họa tiết thổ cẩm 20x18cm GOSU042,120000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Thổ cẩm,20x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0045,GOSU041,https://mowgarden.com/chau-gom-gan-soc-doc-20x18cm-gosu041/,Chậu gốm gân sọc dọc 20x18cm GOSU041,120000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Gân dọc,20x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0046,GOSU040,https://mowgarden.com/chau-gom-hoa-tiet-giot-nuoc-20x18cm-gosu040/,Chậu gốm họa tiết giọt nước 20x18cm GOSU040,120000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Giọt nước,20x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0047,GOSU039,https://mowgarden.com/chau-gom-hoa-tiet-tam-giac-20x18cm-gosu039/,Chậu gốm họa tiết tam giác 20x18cm GOSU039,120000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Tam giác,20x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0048,GOSU038,https://mowgarden.com/chau-gom-vat-day-ghep-mosaic-18x15cm-gosu038/,Chậu gốm vát đáy ghép Mosaic 18x15cm GOSU038,100000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Nhiều màu sắc,,Tam giác,18x15cm (DxC),,,,,,,,,,,,,,
CCNPOT0049,GOSU037,https://mowgarden.com/chau-gom-hoa-tiet-hinh-la-mau-trang-20x18cm-gosu037/,Chậu gốm họa tiết hình lá màu trắng 20x18cm GOSU037,120000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Trắng,,Chiếc lá,20x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0050,GOSU036,https://mowgarden.com/chau-gom-hinh-lu-men-ran-16x14cm-gosu036/,Chậu gốm hình lu men rạn 16x14cm GOSU036,90000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%","Gốm men rạn, men nhám",,,,,Vàng kem,,"Trơn nhám, gân sọc",16x14cm (DxC),,,,,,,,,,,,,,
CCNPOT0051,DANU114,https://mowgarden.com/chau-dat-nung-hinh-loa-son-trang-tri-15x15cm-danu114/,Chậu đất nung hình loa sơn trang trí 15x15cm DANU114,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Nhiều màu sắc,,Gân hoa trang trí,15x15cm (DxC),,,,,,,,,,,,,,
CCNPOT0052,DANU113,https://mowgarden.com/chau-dat-nung-gan-soc-son-trang-16x145cm-danu113/,"Chậu đất nung gân sọc sơn trắng 16×14,5cm DANU113",50000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Trắng,,Gân sọc,"16×14,5cm (DxC)",,,,,,,,,,,,,,
CCNPOT0053,GOSU035,https://mowgarden.com/chau-gom-tru-tron-men-nham-125x11cm-gosu035/,"Chậu gốm trụ tròn men nhám 12,5x11cm GOSU035",45000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Xanh dương,,Trơn nhám,"12,5x11cm (DxC)",,,,,,,,,,,,,,
CCNPOT0054,GOSU034,https://mowgarden.com/chau-gom-tru-tron-hoa-tiet-caro-20x20cm-gosu034/,Chậu gốm trụ tròn hoa tiết caro 25x24cm GOSU034,200000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Xanh đại dương,,‘Caro’,25x24cm (DxC),,,,,,,,,,,,,,
CCNPOT0055,GOSU033,https://mowgarden.com/chau-gom-tru-tron-ghep-mosaic-nhiet-doi-20x18cm-gosu033/,Chậu gốm trụ tròn ghép Mosaic ‘nhiệt đới’ 20x18cm GOSU033,200000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Nhiều màu sắc,,‘Nhiệt đới’,20x18cm (DxC),,,,,,,,,,,,,,
CCNPOT0056,GOSU032,https://mowgarden.com/chau-gom-su-ghep-mosaic-hinh-cau-vong-17x17cm-gosu032/,Chậu gốm sứ ghép Mosaic hình cầu vòng 17x17cm GOSU032,120000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Nhiều màu sắc,,‘Cầu vòng’,17x17cm (DxC),,,,,,,,,,,,,,
CCNPOT0057,GOSU031,https://mowgarden.com/chau-gom-mini-hoa-tiet-nang-tho-11x9cm-gosu031/,Chậu gốm mini hoa tiết ‘nàng thơ’ 11x9cm GOSU031,150000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm sứ,,,,,Nâu,,‘Nàng thơ’,11x9cm (DxC),,,,,,,,,,,,,,
CCNPOT0058,DANU112,https://mowgarden.com/chau-dat-nung-co-go-son-vang-bong-13x13cm-danu112/,Chậu đất nung có gờ sơn vàng bóng 13x13cm DANU112,30000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Vàng sáng / Vàng đồng,,Trơn,13x13cm (DxC),,,,,,,,,,,,,,
CCNPOT0059,DANU111,https://mowgarden.com/chau-dat-nung-hinh-tru-hoa-tiet-hoa-danu111/,Chậu đất nung hình trụ họa tiết hoa DANU111,100000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Đất nung sơn,,,,,Màu mộc,,Hoa cúc,20×20 / 25×25 / 30x30cm (DxC),,,,,,,,,,,,,,
CCNPOT0060,DANU110,https://mowgarden.com/chau-dat-nung-kim-cuong-wax-mau-xanh-danu110/,Chậu đất nung kim cương wax màu xanh DANU110,60000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm đất nung sơn,,,,,"Xanh lá, trắng",,Kim cương,16×16 / 24×20 / 30x25cm (DxC),,,,,,,,,,,,,,
CCNPOT0061,DANU109,https://mowgarden.com/chau-dat-nung-son-van-gia-da-co-dia-30x30-danu109/,Chậu đất nung sơn vân giả đá có đĩa 30×30 DANU109,250000,"*Ghi chú: Sản phẩm là hàng thủ công mỹ nghệ nên không thể hoàn hảo tuyệt đối, thông số kích thước có thể sai sót 5% đến 10%",Gốm đất nung sơn,,,,,Nâu / Trắng,,Giả đá,30x30cm (DxC),,,,,,,,,,,,,,
